,id,worker_id,accession,version,version_number,genbank_accession,genbank_version,taxonomy_id,name,refseq_category,bioproject,biosample,wgs_master,isolate,version_status,assembly_level,release_type,release_date,assembly_name,submitter,ftp_path,superkingdom,phylum,class,order,family,genus,species,strain,stats,meta,biosample_id,createdAt,updatedAt,WorkerId
0,5486,,GCF_000775775,GCF_000775775.1,1,GCA_000775775,GCA_000775775.1,1562701,bacterium endosymbiont of Mortierella elongata FMR23-6,representative genome,PRJNA224116,SAMD00020951,BBOF00000000.1,,latest,Scaffold,Major,2014-11-04,ac_endosymbM.elongata_FMR23-6_01,"Ibaraki University, college of agriculture",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/775/775/GCF_000775775.1_ac_endosymbM.elongata_FMR23-6_01,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,,bacterium endosymbiont of Mortierella elongata FMR23-6,of Mortierella elongata FMR23-6,{},{},3324776,2018-03-28T14:09:28.905Z,2021-03-04T07:13:16.848Z,
0,5487,,GCF_001747105,GCF_001747105.1,1,GCA_001747105,GCA_001747105.1,1563681,Fabibacter misakiensis,representative genome,PRJNA224116,SAMN05567582,MDGQ00000000.1,,latest,Contig,Major,2016-09-28,ASM174710v1,The University of Tokyo,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/747/105/GCF_001747105.1_ASM174710v1,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Fabibacter,Fabibacter misakiensis,,{},{},5567582,2018-03-28T14:09:28.905Z,2021-03-04T07:13:17.907Z,
0,5488,,GCF_000585155,GCF_000585155.1,1,GCA_000585155,GCA_000585155.1,1564138,Arcobacter faecis,representative genome,PRJNA224116,SAMN02951872,JARS00000000.1,,latest,Scaffold,Major,2014-03-04,Arcobacter_septicus_AF1078,Agriculture and Agri-Food Canada,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/585/155/GCF_000585155.1_Arcobacter_septicus_AF1078,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,Arcobacter faecis,,{},{},2951872,2018-03-28T14:09:28.905Z,2021-03-04T07:13:19.806Z,
0,5489,,GCF_900188375,GCF_900188375.1,1,GCA_900188375,GCA_900188375.1,1564159,Geodermatophilus pulveris,representative genome,PRJNA224116,SAMN06893096,FZOO00000000.1,,latest,Contig,Major,2017-07-16,IMG-taxon 2700988693 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/188/375/GCF_900188375.1_IMG-taxon_2700988693_annotated_assembly,Bacteria,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus pulveris,,{},{},6893096,2018-03-28T14:09:28.905Z,2021-03-04T07:13:21.406Z,
0,5490,,GCF_001050035,GCF_001050035.1,1,GCA_001050035,GCA_001050035.1,1566885,Mycobacterium komaniense,representative genome,PRJNA224116,SAMEA3432687,CVTA00000000.1,,latest,Contig,Major,2015-06-30,Mycobacterium komanii GPK 1020,Centre for Proteomic and Genomic Research,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/035/GCF_001050035.1_Mycobacterium_komanii_GPK_1020,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium komaniense,,{},{},3763361,2018-03-28T14:09:28.905Z,2021-03-04T07:13:22.973Z,
0,5491,,GCF_001050015,GCF_001050015.1,1,GCA_001050015,GCA_001050015.1,1566886,Mycobacterium malmesburyense,representative genome,PRJNA224116,SAMEA3432686,CVTB00000000.1,,latest,Scaffold,Major,2015-06-30,Mycobacterium malmesburii WCM 7299,Centre for Proteomic and Genomic Research,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/015/GCF_001050015.1_Mycobacterium_malmesburii_WCM_7299,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium malmesburyense,,{},{},3763360,2018-03-28T14:09:28.905Z,2021-03-04T07:13:24.314Z,
0,5492,,GCF_001647285,GCF_001647285.1,1,GCA_001647285,GCA_001647285.1,1567108,Rufibacter roseus,representative genome,PRJNA224116,SAMN04419563,LRML00000000.1,,latest,Contig,Major,2016-05-02,ASM164728v1,Masaryk University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/285/GCF_001647285.1_ASM164728v1,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter,Rufibacter roseus,,{},{},4419563,2018-03-28T14:09:28.905Z,2021-03-04T07:13:25.455Z,
0,5493,,GCF_002149925,GCF_002149925.1,1,GCA_002149925,GCA_002149925.1,1570016,Thioflexothrix psekupsii,representative genome,PRJNA224116,SAMN06175409,MSLT00000000.1,,latest,Contig,Major,2017-05-19,ASM214992v1,New England Biolabs,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/149/925/GCF_002149925.1_ASM214992v1,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,,Thioflexothrix,Thioflexothrix psekupsii,,{},{},6175409,2018-03-28T14:09:28.905Z,2021-03-04T07:13:27.194Z,
0,5494,,GCF_001922575,GCF_001922575.1,1,GCA_001922575,GCA_001922575.1,1572645,Neptunomonas phycophila,representative genome,PRJNA224116,SAMN06109290,MRCI00000000.1,,latest,Contig,Major,2016-12-28,ASM192257v1,University of Santiago de Compostela,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/922/575/GCF_001922575.1_ASM192257v1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptunomonas,Neptunomonas phycophila,,{},{},6109290,2018-03-28T14:09:28.905Z,2021-03-04T07:13:28.405Z,
0,5495,,GCF_000802385,GCF_000802385.1,1,GCA_000802385,GCA_000802385.1,1572751,Porphyrobacter mercurialis,representative genome,PRJNA224116,SAMN03175121,JTDN00000000.1,,latest,Contig,Major,2014-12-16,ASM80238v1,UC Davis,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/802/385/GCF_000802385.1_ASM80238v1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,Porphyrobacter mercurialis,,{},{},3175121,2018-03-28T14:09:28.905Z,2021-03-04T07:13:31.680Z,
0,5496,,GCF_001642025,GCF_001642025.1,1,GCA_001642025,GCA_001642025.1,1574624,[Propionibacterium] namnetense,representative genome,PRJNA224116,SAMN04524164,LWHO00000000.1,,latest,Scaffold,Major,2016-05-11,ASM164202v1,Nantes University Hospital,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/642/025/GCF_001642025.1_ASM164202v1,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,[Propionibacterium] namnetense,,{},{},4524164,2018-03-28T14:09:28.905Z,2021-03-04T07:13:33.897Z,
0,5497,,GCF_900113665,GCF_900113665.1,1,GCA_900113665,GCA_900113665.1,1576369,Planctomicrobium piriforme,representative genome,PRJNA224116,SAMN05421753,FOQD00000000.1,,latest,Contig,Major,2016-11-05,IMG-taxon 2675903691 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/665/GCF_900113665.1_IMG-taxon_2675903691_annotated_assembly,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomicrobium,Planctomicrobium piriforme,,{},{},5421753,2018-03-28T14:09:28.905Z,2021-03-04T07:13:35.459Z,
0,5498,,GCF_900092135,GCF_900092135.1,1,GCA_900092135,GCA_900092135.1,1577474,Raineyella antarctica,representative genome,PRJNA224116,SAMN05216453,FMYF00000000.1,,latest,Scaffold,Major,2016-10-21,IMG-taxon 2651870304 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/092/135/GCF_900092135.1_IMG-taxon_2651870304_annotated_assembly,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Raineyella,Raineyella antarctica,,{},{},5216453,2018-03-28T14:09:28.905Z,2021-03-04T07:13:36.650Z,
0,5499,,GCF_001006305,GCF_001006305.1,1,GCA_001006305,GCA_001006305.1,1577686,Silvibacterium bohemicum,representative genome,PRJNA224116,SAMN03495983,LBHJ00000000.1,,latest,Scaffold,Major,2015-05-13,ASM100630v1,Institute of Microbiology of the AS CR,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/006/305/GCF_001006305.1_ASM100630v1,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Silvibacterium,Silvibacterium bohemicum,,{},{},3495983,2018-03-28T14:09:28.905Z,2021-03-04T07:13:38.300Z,
0,5500,,GCF_001449115,GCF_001449115.1,1,GCA_001449115,GCA_001449115.1,1577687,Terracidiphilus gabretensis,representative genome,PRJNA224116,SAMN03400178,LAIJ00000000.1,,latest,Scaffold,Major,2015-11-30,ASM144911v1,Institute of Microbiology of the AS CR,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/449/115/GCF_001449115.1_ASM144911v1,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terracidiphilus,Terracidiphilus gabretensis,,{},{},3400178,2018-03-28T14:09:28.905Z,2021-03-04T07:13:39.917Z,
0,5501,,GCF_001282945,GCF_001282945.1,1,GCA_001282945,GCA_001282945.1,1578720,Helicobacter ailurogastricus,representative genome,PRJNA224116,SAMEA3172283,CDMG00000000.1,ASB7,latest,Scaffold,Major,2015-08-17,gastric feline helicobacters,UGENT,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/282/945/GCF_001282945.1_gastric_feline_helicobacters,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter ailurogastricus,,{},{},3998166,2018-03-28T14:09:28.906Z,2021-03-04T07:13:41.518Z,
0,5502,,GCF_000812665,GCF_000812665.2,2,GCA_000812665,GCA_000812665.2,1579316,Halocynthiibacter arcticus,representative genome,PRJNA224116,SAMN03252591,,,latest,Complete Genome,Major,2016-02-25,ASM81266v2,Korea Polar Research Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/812/665/GCF_000812665.2_ASM81266v2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Halocynthiibacter,Halocynthiibacter arcticus,,{},{},3252591,2018-03-28T14:09:28.906Z,2021-03-04T07:13:42.867Z,
0,5503,,GCF_001187785,GCF_001187785.1,1,GCA_001187785,GCA_001187785.1,1579979,Wenzhouxiangella marina,representative genome,PRJNA224116,SAMN03793171,,,latest,Complete Genome,Major,2015-07-28,ASM118778v1,Korea Research Institute of Bioscience and Biotechnology,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/187/785/GCF_001187785.1_ASM118778v1,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Wenzhouxiangellaceae,Wenzhouxiangella,Wenzhouxiangella marina,,{},{},3793171,2018-03-28T14:09:28.906Z,2021-03-04T07:13:43.975Z,
0,5504,,GCF_001010945,GCF_001010945.1,1,GCA_001010945,GCA_001010945.1,1581420,Erythrobacter luteus,representative genome,PRJNA224116,SAMN03480690,LBHB00000000.1,,latest,Contig,Major,2015-05-20,ASM101094v1,The Third Institute of State Oceanic Administration,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/010/945/GCF_001010945.1_ASM101094v1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter luteus,,{},{},3480690,2018-03-28T14:09:28.906Z,2021-03-04T07:13:45.049Z,
0,5505,,GCF_002174125,GCF_002174125.1,1,GCA_002174125,GCA_002174125.1,1582270,Acinetobacter populi,representative genome,PRJNA224116,SAMN06891249,NEXX00000000.1,,latest,Contig,Major,2017-06-06,ASM217412v1,National Institute of Public Health,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/174/125/GCF_002174125.1_ASM217412v1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter populi,,{},{},6891249,2018-03-28T14:09:28.906Z,2021-03-04T07:13:46.841Z,
0,5506,,GCF_000829905,GCF_000829905.1,1,GCA_000829905,GCA_000829905.1,1585974,Beduini massiliensis,representative genome,PRJNA224116,SAMEA3216842,CDPP00000000.1,,latest,Contig,Major,2015-01-24,Beduini massiliensis GM1,URMITE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/905/GCF_000829905.1_Beduini_massiliensis_GM1,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Beduini,Beduini massiliensis,,{},{},12519960,2018-03-28T14:09:28.906Z,2021-03-04T07:13:48.774Z,
0,5507,,GCF_001418685,GCF_001418685.1,1,GCA_001418685,GCA_001418685.1,1586267,Apibacter mensalis,representative genome,PRJNA224116,SAMN03992719,LIVM00000000.1,,latest,Scaffold,Major,2015-10-28,ASM141868v1,Joint Genome Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/418/685/GCF_001418685.1_ASM141868v1,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Apibacter,Apibacter mensalis,,{},{},3992719,2018-03-28T14:09:28.933Z,2021-03-04T07:13:51.323Z,
0,5508,,GCF_001701025,GCF_001701025.1,1,GCA_001701025,GCA_001701025.1,1586287,Lentzea guizhouensis,representative genome,PRJNA224116,SAMN05369592,,,latest,Complete Genome,Major,2016-08-09,ASM170102v1,Jiangsu normal university,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/701/025/GCF_001701025.1_ASM170102v1,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Lentzea,Lentzea guizhouensis,,{},{},5369592,2018-03-28T14:09:28.933Z,2021-03-04T07:13:53.056Z,
0,5509,,GCF_000970675,GCF_000970675.1,1,GCA_000970675,GCA_000970675.1,1587527,Domibacillus tundrae,representative genome,PRJNA224116,SAMN03406598,LAJA00000000.1,,latest,Contig,Major,2015-04-08,ASM97067v1,Korea Polar Research Institute,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/675/GCF_000970675.1_ASM97067v1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Domibacillus,Domibacillus tundrae,,{},{},3406598,2018-03-28T14:09:28.933Z,2021-03-04T07:13:54.273Z,
0,5510,,GCF_000829465,GCF_000829465.1,1,GCA_000829465,GCA_000829465.1,1590652,Cohnella kolymensis,representative genome,PRJNA224116,SAMN03274191,JXAL00000000.1,,latest,Contig,Major,2015-01-27,ASM82946v1,Kingston University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/465/GCF_000829465.1_ASM82946v1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,Cohnella kolymensis,,{},{},3274191,2018-03-28T14:09:28.933Z,2021-03-04T07:13:58.016Z,
0,5511,,GCF_001602095,GCF_001602095.1,1,GCA_001602095,GCA_001602095.1,1591088,Helicobacter himalayensis,representative genome,PRJNA224116,SAMN04578135,,,latest,Complete Genome,Major,2016-03-30,ASM160209v1,China CDC,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/602/095/GCF_001602095.1_ASM160209v1,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter himalayensis,,{},{},4578135,2018-03-28T14:09:28.933Z,2021-03-04T07:13:59.444Z,
0,5512,,GCF_001748225,GCF_001748225.1,1,GCA_001748225,GCA_001748225.1,1592317,Desulfoplanes formicivorans,representative genome,PRJNA224116,SAMD00052800,BDFE00000000.1,,latest,Scaffold,Major,2016-06-29,ASM174822v1,"The Institute of Low Temperature Science, Hokkaido University",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/748/225/GCF_001748225.1_ASM174822v1,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfoplanes,Desulfoplanes formicivorans,,{},{},5335381,2018-03-28T14:09:28.933Z,2021-03-04T07:14:00.534Z,
0,5513,,GCF_001757355,GCF_001757355.1,1,GCA_001757355,GCA_001757355.1,1592790,Sphingobium phenoxybenzoativorans,representative genome,PRJNA224116,SAMN05756205,MINO00000000.1,,latest,Contig,Major,2016-10-11,ASM175735v1,Jiangsu Academy of Agricultural Sciences,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/757/355/GCF_001757355.1_ASM175735v1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium phenoxybenzoativorans,,{},{},5756205,2018-03-28T14:09:28.933Z,2021-03-04T07:14:02.217Z,
0,5514,,GCF_001077715,GCF_001077715.1,1,GCA_001077715,GCA_001077715.1,1592897,Coxiella-like endosymbiont,representative genome,PRJNA224116,SAMN03445847,,,latest,Complete Genome,Major,2015-07-14,ASM107771v1,Uppsala University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/715/GCF_001077715.1_ASM107771v1,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,,Coxiella-like endosymbiont,,{},{},3445847,2018-03-28T14:09:28.933Z,2021-03-04T07:14:03.932Z,
0,5515,,GCF_900111295,GCF_900111295.1,1,GCA_900111295,GCA_900111295.1,1601833,Salipaludibacillus aurantiacus,representative genome,PRJNA224116,SAMN05518684,FOGT00000000.1,,latest,Scaffold,Major,2016-10-31,IMG-taxon 2675903018 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/111/295/GCF_900111295.1_IMG-taxon_2675903018_annotated_assembly,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Salipaludibacillus,Salipaludibacillus aurantiacus,,{},{},5518684,2018-03-28T14:09:28.933Z,2021-03-04T07:14:05.757Z,
0,5516,,GCF_000964005,GCF_000964005.1,1,GCA_000964005,GCA_000964005.1,1603258,Williamsia herbipolensis,representative genome,PRJNA224116,SAMN03323777,JXYP00000000.1,,latest,Contig,Major,2015-03-27,WiARP1.0,University of Wuerzburg,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/964/005/GCF_000964005.1_WiARP1.0,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Williamsiaceae,Williamsia,Williamsia herbipolensis,,{},{},3323777,2018-03-28T14:09:28.933Z,2021-03-04T07:14:08.331Z,
0,5517,,GCF_001278055,GCF_001278055.1,1,GCA_001278055,GCA_001278055.1,1603606,Desulfuromonas soudanensis,representative genome,PRJNA224116,SAMN03287929,,,latest,Complete Genome,Major,2015-09-02,ASM127805v1,University of Minnesota,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/278/055/GCF_001278055.1_ASM127805v1,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,Desulfuromonas soudanensis,,{},{},3287929,2018-03-28T14:09:28.933Z,2021-03-04T07:14:10.405Z,
0,5518,,GCF_001895165,GCF_001895165.1,1,GCA_001895165,GCA_001895165.1,1603886,Bifidobacterium lemurum,representative genome,PRJNA224116,SAMD00065376,BDIS00000000.1,,latest,Contig,Major,2016-11-09,ASM189516v1,"Division of Epigenomics and Development, Department of Molecular Genetics",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/895/165/GCF_001895165.1_ASM189516v1,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium lemurum,,{},{},6011212,2018-03-28T14:09:28.933Z,2021-03-04T07:14:11.739Z,
0,5519,,GCF_900155935,GCF_900155935.1,1,GCA_900155935,GCA_900155935.1,1604334,Lysobacter tolerans,representative genome,PRJNA224116,SAMN05421546,FTLW00000000.1,,latest,Contig,Major,2017-01-14,IMG-taxon 2681812867 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/155/935/GCF_900155935.1_IMG-taxon_2681812867_annotated_assembly,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter tolerans,,{},{},5421546,2018-03-28T14:09:28.933Z,2021-03-04T07:14:14.613Z,
0,5520,,GCF_001648025,GCF_001648025.1,1,GCA_001648025,GCA_001648025.1,1605993,Wolbachia endosymbiont of Dactylopius coccus,representative genome,PRJNA224116,SAMN03330030,LSYX00000000.1,,latest,Contig,Major,2016-05-19,ASM164802v1,Universidad Nacional Autonoma de Mexico,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/648/025/GCF_001648025.1_ASM164802v1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Dactylopius coccus,of Dactylopius coccus,{},{},3330030,2018-03-28T14:09:28.933Z,2021-03-04T07:14:16.849Z,
0,5521,,GCF_900188035,GCF_900188035.1,1,GCA_900188035,GCA_900188035.1,1608407,Puniceibacterium sediminis,representative genome,PRJNA224116,SAMN06265370,FZNN00000000.1,,latest,Contig,Major,2017-07-16,IMG-taxon 2724679734 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/188/035/GCF_900188035.1_IMG-taxon_2724679734_annotated_assembly,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Puniceibacterium,Puniceibacterium sediminis,,{},{},6265370,2018-03-28T14:09:28.933Z,2021-03-04T07:14:18.979Z,
0,5522,,GCF_001375655,GCF_001375655.1,1,GCA_001375655,GCA_001375655.1,1608583,Streptococcus varani,representative genome,PRJNA224116,SAMEA3312815,CTEN00000000.1,,latest,Contig,Major,2015-04-22,PRJEB8936_assembly_1,URMITE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/375/655/GCF_001375655.1_PRJEB8936_assembly_1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus varani,,{},{},3447091,2018-03-28T14:09:28.933Z,2021-03-04T07:14:20.213Z,
0,5523,,GCF_000935025,GCF_000935025.1,1,GCA_000935025,GCA_000935025.1,1609977,Sphingomonas hengshuiensis,representative genome,PRJNA224116,SAMN03329624,,soil of Hengshui Lake,latest,Complete Genome,Major,2015-02-26,ASM93502v1,Hengshui University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/935/025/GCF_000935025.1_ASM93502v1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas hengshuiensis,,{},{},3329624,2018-03-28T14:09:28.933Z,2021-03-04T07:14:21.445Z,
0,5524,,GCF_900177745,GCF_900177745.1,1,GCA_900177745,GCA_900177745.1,1610489,Corynebacterium pollutisoli,representative genome,PRJNA224116,SAMN06295981,FXAR00000000.1,,latest,Scaffold,Major,2017-04-20,IMG-taxon 2708742385 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/177/745/GCF_900177745.1_IMG-taxon_2708742385_annotated_assembly,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium pollutisoli,,{},{},6295981,2018-03-28T14:09:28.934Z,2021-03-04T07:14:23.570Z,
0,5525,,GCF_001005215,GCF_001005215.1,1,GCA_001005215,GCA_001005215.1,1610491,Lampropedia cohaerens,representative genome,PRJNA224116,SAMN03580769,LBNQ00000000.1,,latest,Contig,Major,2015-05-08,ASM100521v1,University of Delhi,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/005/215/GCF_001005215.1_ASM100521v1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Lampropedia,Lampropedia cohaerens,,{},{},3580769,2018-03-28T14:09:28.934Z,2021-03-04T07:14:25.833Z,
0,5526,,GCF_900188175,GCF_900188175.1,1,GCA_900188175,GCA_900188175.1,1610492,Pontibacter ummariensis,representative genome,PRJNA224116,SAMN06296052,FZOQ00000000.1,,latest,Scaffold,Major,2017-07-16,IMG-taxon 2706794922 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/188/175/GCF_900188175.1_IMG-taxon_2706794922_annotated_assembly,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,Pontibacter ummariensis,,{},{},6296052,2018-03-28T14:09:28.934Z,2021-03-04T07:14:28.500Z,
0,5527,,GCF_001997295,GCF_001997295.1,1,GCA_001997295,GCA_001997295.1,1610493,Tessaracoccus flavus,representative genome,PRJNA224116,SAMN06245886,,,latest,Complete Genome,Major,2017-02-14,ASM199729v1,Kyung Hee University,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/997/295/GCF_001997295.1_ASM199729v1,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,Tessaracoccus flavus,,{},{},6245886,2018-03-28T14:09:28.934Z,2021-03-04T07:14:29.877Z,
0,5528,,GCF_001614315,GCF_001614315.2,2,GCA_001614315,GCA_001614315.2,1611323,Halofilum ochraceum,representative genome,PRJNA224116,SAMN04545454,LVEG00000000.2,,latest,Contig,Major,2016-10-26,ASM161431v2,Shandong University at Weihai,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/614/315/GCF_001614315.2_ASM161431v2,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Halofilum,Halofilum ochraceum,,{},{},4545454,2018-03-28T14:09:28.934Z,2021-03-04T07:14:31.212Z,
0,5529,,GCF_900096905,GCF_900096905.1,1,GCA_900096905,GCA_900096905.1,1612202,Pelagirhabdus alkalitolerans,representative genome,PRJNA224116,SAMN05421734,FMYI00000000.1,,latest,Scaffold,Major,2016-10-21,IMG-taxon 2671180221 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/096/905/GCF_900096905.1_IMG-taxon_2671180221_annotated_assembly,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pelagirhabdus,Pelagirhabdus alkalitolerans,,{},{},5421734,2018-03-28T14:09:28.934Z,2021-03-04T07:14:32.296Z,
0,5530,,GCF_900114285,GCF_900114285.1,1,GCA_900114285,GCA_900114285.1,1612308,Methylocapsa palsarum,representative genome,PRJNA224116,SAMN05444581,FOSN00000000.1,,latest,Contig,Major,2016-11-02,IMG-taxon 2675903028 annotated assembly,DOE - JOINT GENOME INSTITUTE,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/114/285/GCF_900114285.1_IMG-taxon_2675903028_annotated_assembly,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocapsa,Methylocapsa palsarum,,{},{},5444581,2018-03-28T14:09:28.934Z,2021-03-04T07:14:34.417Z,
